DN,T0F0D0,T0F1D0,T0F2D0,T0F3D0,T0F4D0,T0F5D0,T0F6D0,T0F7D0,T0F8D0,T0F9D0,T0F0D1,T0F1D1,T0F2D1,T0F3D1,T0F4D1,T0F5D1,T0F6D1,T0F7D1,T0F8D1,T0F9D1,T0F10D0,T0F10D1,T0F11D0,T0F11D1,T0F12D0,T0F12D1
545575,468,698,842,1240,1935,2178,2289,2503,2589,1764,472,682,872,1230,1821,2069,2156,2396,2694,1830,464,425,61,110,5729,5621
547990,554,822,975,1357,1984,2228,2307,2510,2706,1848,545,801,998,1351,1902,2094,2172,2415,2809,1905,407,373,81,130,5925,5824
